Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Green Beret,REDCON1,https://redcon1.com,Protein Supplements,32g,2.75 out of 3,,13.33 ,43%,416 out of 446 (bottom third within category),3171 out of 4597 (bottom third of all products),October 03,2020,https://instagram.com/redcon1,,3,120,20.00g,67%,63%,100%,15,23,67,"Green Beret contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  28 calories (7.00g), and protein accounts for  80 calories (20.00g)."
Gold Standard 100% Plant,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,36g,2.75 out of 3,,13.33 ,63%,417 out of 446 (bottom third within category),3172 out of 4597 (bottom third of all products),August 29,2020,https://instagram.com/optimumnutrition,,3,140,24.00g,69%,67%,33%,16,14,69,"Gold Standard 100 Percent Plant contains 140 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  20 calories (5.00g), and protein accounts for  96 calories (24.00g)."
Clean Plant Based Protein,NutraPhase,https://nutraphase.com,Protein Supplements,36g,2.75 out of 3,,6.67 ,33%,418 out of 446 (bottom third within category),3173 out of 4597 (bottom third of all products),December 12,2020,https://instagram.com/nutraphase,,6,139,22.00g,63%,61%,100%,19,17,63,"Clean Plant Based Protein contains 139 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  88 calories (22.00g)."
BEPRO,Become Nutrition,https://becomenutrition.com/,Protein Supplements,35.66g,2.75 out of 3,,13.33 ,17%,419 out of 446 (bottom third within category),3174 out of 4597 (bottom third of all products),September 07,2020,https://instagram.com/becomenutrition,,3,150,21.00g,56%,59%,100%,24,19,56,"BEPRO contains 150 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  28 calories (7.00g), and protein accounts for  84 calories (21.00g)."
100% Vegan,Uprise Nutrition,https://www.uprisenutrition.com,Protein Supplements,32g,2.75 out of 3,,13.33 ,0%,420 out of 446 (bottom third within category),3175 out of 4597 (bottom third of all products),September 07,2020,https://instagram.com/uprisenutrition,,3,140,20.00g,57%,63%,100%,19,17,57,"100 Percent Vegan contains 140 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  80 calories (20.00g)."
Whey Protein,Alpha Theory Supplements,https://www.alphatheorysupplements.com/,Protein Supplements,37.6g,2.6 out of 3,,70 ,80%,421 out of 446 (bottom third within category),3176 out of 4597 (bottom third of all products),December 19,2020,https://instagram.com/alphatheorysupps,,2,150,25.00g,67%,66%,33%,24,9,67,"Whey Protein contains 150 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  14 calories (3.50g), and protein accounts for  100 calories (25.00g)."
Pro-Antium,Ronnie Coleman Signature Series,https://ronniecoleman.net,Protein Supplements,44g,2.6 out of 3,,56 ,33%,422 out of 446 (bottom third within category),3177 out of 4597 (bottom third of all products),February 26,2021,https://instagram.com/rcss_supplements,,5,190,30.00g,63%,68%,33%,17,21,63,"Pro-Antium contains 190 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  40 calories (10.00g), and protein accounts for  120 calories (30.00g)."
Syntha-6 Edge,BSN,https://www.gobsn.com/,Protein Supplements,38g,2.56 out of 3,,60 ,0%,423 out of 446 (bottom third within category),3178 out of 4597 (bottom third of all products),September 05,2020,https://instagram.com/bsnsupplements,,6,150,24.00g,64%,63%,33%,21,16,64,"Syntha-6 Edge contains 150 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  24 calories (6.00g), and protein accounts for  96 calories (24.00g)."
Phase8,MuscleTech,https://www.muscletech.com/,Protein Supplements,42g,2.56 out of 3,,60 ,40%,424 out of 446 (bottom third within category),3179 out of 4597 (bottom third of all products),September 05,2020,https://instagram.com/muscletech,,6,160,26.00g,65%,62%,33%,8,20,65,"Phase8 contains 160 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  32 calories (8.00g), and protein accounts for  104 calories (26.00g)."
Ultra Blend Protein,Legacy,https://legacysupps.net,Protein Supplements,36g,2.53 out of 3,,55 ,33%,425 out of 446 (bottom third within category),3180 out of 4597 (bottom third of all products),December 24,2021,https://instagram.com/legacysupps,,4,150,21.00g,56%,58%,100%,24,16,56,"Ultra Blend Protein contains 150 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  84 calories (21.00g)."
Whey Sport,Cellucor,https://c4energy.com/,Protein Supplements,48.5g,2.4 out of 3,,80 ,71%,426 out of 446 (bottom third within category),3181 out of 4597 (bottom third of all products),March 31,2021,https://instagram.com/cellucor,,2,170,30.00g,71%,62%,33%,16,12,71,"Whey Sport contains 170 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  120 calories (30.00g)."
Whey HD,BPI Sports,https://bpisports.com/,Protein Supplements,37g,2.4 out of 3,,40 ,20%,427 out of 446 (bottom third within category),3182 out of 4597 (bottom third of all products),December 17,2020,https://instagram.com/bpi_sports,,4,150,25.00g,67%,68%,33%,21,11,67,"Whey HD contains 150 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
Syntha-6 Isolate,BSN,https://www.gobsn.com/,Protein Supplements,38g,2.4 out of 3,,40 ,0%,428 out of 446 (bottom third within category),3183 out of 4597 (bottom third of all products),September 05,2020,https://instagram.com/bsnsupplements,,2,140,25.00g,71%,66%,100%,10,20,71,"Syntha-6 Isolate contains 140 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  28 calories (7.00g), and protein accounts for  100 calories (25.00g)."
Origin Whey,Alpha Sports Nutrition,https://alphasports.co.za/,Protein Supplements,30g,2.4 out of 3,,53.33 ,57%,429 out of 446 (bottom third within category),3184 out of 4597 (bottom third of all products),December 26,2020,https://instagram.com/alphasportsnutrition,,3,125,22.00g,70%,73%,33%,10,18,70,"Origin Whey contains 125 calories per serving. Of that, fat accounts for 12.6 calories (1.400g), carbohydrates account for  22.8 calories (5.70g), and protein accounts for  88 calories (22.00g)."
Hyperwhey,Nutrabolics,https://www.nutrabolics.com,Protein Supplements,32g,2.4 out of 3,,40 ,67%,430 out of 446 (bottom third within category),3185 out of 4597 (bottom third of all products),December 25,2020,https://instagram.com/nutrabolics,,2,130,22.00g,68%,69%,33%,14,18,68,"Hyperwhey contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  88 calories (22.00g)."
Grass Fed 100% Whey Protein,MuscleTech,https://www.muscletech.com/,Protein Supplements,35g,2.4 out of 3,,80 ,67%,431 out of 446 (bottom third within category),3186 out of 4597 (bottom third of all products),September 05,2020,https://instagram.com/muscletech,,1,140,20.00g,57%,57%,33%,16,26,57,"Grass Fed 100 Percent Whey Protein contains 140 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  36 calories (9.00g), and protein accounts for  80 calories (20.00g)."
Daily Protein,Stacker2 Europe,https://www.stacker2europe.com,Protein Supplements,33.3g,2.4 out of 3,,53.33 ,0%,432 out of 446 (bottom third within category),3187 out of 4597 (bottom third of all products),January 19,2020,https://instagram.com/stacker2europe,,3,120,21.00g,70%,63%,100%,0,27,70,"Daily Protein contains 120 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  32 calories (8.00g), and protein accounts for  84 calories (21.00g)."
Best Tasting Whey,Elite Labs USA,https://www.elitelabsusa.com,Protein Supplements,38g,2.4 out of 3,,60 ,20%,433 out of 446 (bottom third within category),3188 out of 4597 (bottom third of all products),November 12,2020,https://instagram.com/elitelabsusa,,4,150,25.00g,67%,66%,33%,12,24,67,"Best Tasting Whey contains 150 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  36 calories (9.00g), and protein accounts for  100 calories (25.00g)."
4 Women,Athlean-X,https://athleanx.com/,Protein Supplements,34.48g,2.4 out of 3,,80 ,82%,434 out of 446 (bottom third within category),3189 out of 4597 (bottom third of all products),December 23,2021,https://instagram.com/athleanx,,2,120,20.00g,67%,58%,33%,15,20,67,"4 Women contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  80 calories (20.00g)."
100% Whey Protein Plus,Six Star Pro Nutrition,https://www.sixstarpro.com/,Protein Supplements,46g,2.4 out of 3,,80 ,64%,435 out of 446 (bottom third within category),3190 out of 4597 (bottom third of all products),June 13,2021,https://instagram.com/sixstarpronutrition,,3,170,30.00g,71%,65%,33%,16,16,71,"100 Percent Whey Protein Plus contains 170 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  28 calories (7.00g), and protein accounts for  120 calories (30.00g)."
100% True Whey,Elite Labs USA,https://www.elitelabsusa.com,Protein Supplements,41g,2.4 out of 3,,80 ,50%,436 out of 446 (bottom third within category),3191 out of 4597 (bottom third of all products),November 12,2020,https://instagram.com/elitelabsusa,,2,160,24.00g,60%,59%,33%,8,30,60,"100 Percent True Whey contains 160 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  48 calories (12.00g), and protein accounts for  96 calories (24.00g)."
Premium Whey Protein,Extend Nutrition,https://extendbar.com,Protein Supplements,49g,2.3 out of 3,,54.29 ,25%,437 out of 446 (bottom third within category),3192 out of 4597 (bottom third of all products),December 30,2020,https://instagram.com/extendnutrition,,7,190,24.00g,51%,49%,100%,28,34,51,"Premium Whey Protein contains 190 calories per serving. Of that, fat accounts for 54 calories (6.000g), carbohydrates account for  64 calories (16.00g), and protein accounts for  96 calories (24.00g)."
Vegan Protein,Be Empowered,https://beempowerednutrition.com,Protein Supplements,32.2g,3 out of 3,,20 ,90%,438 out of 446 (bottom third within category),3997 out of 4597 (bottom third of all products),April 06,2021,https://instagram.com/be.empowered.nutrition,,1,130,21.00g,65%,65%,33%,21,12,65,"Vegan Protein contains 130 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  84 calories (21.00g)."
Vegan Protein,Bodylogix,https://www.bodylogix.com,Protein Supplements,41g,2.75 out of 3,,8 ,29%,439 out of 446 (bottom third within category),3998 out of 4597 (bottom third of all products),December 30,2020,https://instagram.com/bodylogix,,5,160,25.00g,63%,61%,33%,17,18,63,"Vegan Protein contains 160 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  28 calories (7.00g), and protein accounts for  100 calories (25.00g)."
Vegan Plant-Based Protein,No Turning Back Fitness,https://noturningbackfitness.com/,Protein Supplements,32g,2.75 out of 3,,13.33 ,22%,440 out of 446 (bottom third within category),3999 out of 4597 (bottom third of all products),December 18,2020,https://instagram.com/noturningbackfitness,,3,140,20.00g,57%,63%,33%,19,17,57,"Vegan Plant-Based Protein contains 140 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  80 calories (20.00g)."
All in One Performance Vegan Protein,Stout Nutrition,https://www.stoutnutrition.com,Protein Supplements,46.2g,2.75 out of 3,,20 ,88%,441 out of 446 (bottom third within category),4000 out of 4597 (bottom third of all products),March 09,2021,https://instagram.com/stoutnutrition,,2,150,20.00g,53%,43%,33%,6,48,53,"All in One Performance Vegan Protein contains 150 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  72 calories (18.00g), and protein accounts for  80 calories (20.00g)."
Syntha-6,BSN,https://www.gobsn.com/,Protein Supplements,47g,2.28 out of 3,,50 ,36%,442 out of 446 (bottom third within category),4007 out of 4597 (bottom third of all products),September 05,2020,https://instagram.com/bsnsupplements,,6,200,22.00g,44%,47%,33%,27,30,44,"Syntha-6 contains 200 calories per serving. Of that, fat accounts for 54 calories (6.000g), carbohydrates account for  60 calories (15.00g), and protein accounts for  88 calories (22.00g)."
Ultimate Muscle Protein,Beverly International,https://beverlyinternationalstore.com/,Protein Supplements,32g,2.07 out of 3,,40 ,40%,443 out of 446 (bottom third within category),4031 out of 4597 (bottom third of all products),April 01,2021,https://instagram.com/beverlyinternational,,4,130,20.00g,62%,63%,33%,21,15,62,"Ultimate Muscle Protein contains 130 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  80 calories (20.00g)."
Pro JYM,JYM Supplement Science,https://jymsupplementscience.com,Protein Supplements,39.2g,2.07 out of 3,,40 ,43%,444 out of 446 (bottom third within category),4033 out of 4597 (bottom third of all products),August 25,2020,https://instagram.com/jymsupps,,4,160,24.00g,60%,61%,33%,20,13,60,"Pro JYM contains 160 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  20 calories (5.00g), and protein accounts for  96 calories (24.00g)."
Plant Protein,Sheer Strength Labs,https://www.sheerstrengthlabs.com,Protein Supplements,34g,0 out of 3,,0 ,60%,445 out of 446 (bottom third within category),4562 out of 4597 (bottom third of all products),January 23,2022,https://instagram.com/sheerstrengthlabs,,2,120,16.00g,53%,47%,100%,15,23,53,"Plant Protein contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  28 calories (7.00g), and protein accounts for  64 calories (16.00g)."
Recover,Beachbody,https://www.teambeachbody.com,Protein Supplements,35.5g,0 out of 3,,0 ,0%,446 out of 446 (bottom third within category),4597 out of 4597 (bottom third of all products),May 16,2022,https://instagram.com/beachbody,,3,130,20.00g,62%,56%,0%,7,31,62,"Recover contains 130 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  40 calories (10.00g), and protein accounts for  80 calories (20.00g)."
