Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Testofierce,Trufierce,https://trufierce.com,Testosterone Boosters,"7 capsules
",1.50 out of 3,11,29 ,100%,204 out of 286 (bottom third within category),"3,957 out of 4,597 (bottom third of all products)",October 11,2020,https://instagram.com/tru.fierce,,,,,,,,,,,
Test Definition,Sport Definition,,Testosterone Boosters,"8 capsules
",1.50 out of 3,8,27 ,100%,205 out of 286 (bottom third within category),"3,958 out of 4,597 (bottom third of all products)",March 28,2021,https://instagram.com/sportdefinition,Test Definition shares at least 75% of its ingredient profile with 2 other products,,,,,,,,,,
Supreme Test Booster,Supreme Sports Nutrition,https://supremesportsnutrition1.com,Testosterone Boosters,"8 capsules
",1.50 out of 3,7,19 ,100%,206 out of 286 (bottom third within category),"3,960 out of 4,597 (bottom third of all products)",January 04,2022,https://instagram.com/supremesportsnutrition1,,,,,,,,,,,
Estro-Regulator,Nugenix,,Testosterone Boosters,"2 capsules
",1.43 out of 3,4,25 ,100%,207 out of 286 (bottom third within category),"3,987 out of 4,597 (bottom third of all products)",August 24,2019,,,,,,,,,,,,
Anabolic Boost,Yamamoto Nutrition,https://www.yamamotonutrition.com,Testosterone Boosters,"2 tablets
",1.40 out of 3,5,25 ,100%,208 out of 286 (bottom third within category),"3,991 out of 4,597 (bottom third of all products)",February 10,2022,https://instagram.com/yamamotonutrition,,,,,,,,,,,
Test MD,Genetic Edge Compounds,https://www.geneticedgecompounds.net,Testosterone Boosters,"3 capsules
",1.27 out of 3,6,15 ,100%,209 out of 286 (bottom third within category),"3,995 out of 4,597 (bottom third of all products)",October 10,2020,https://instagram.com/gec_team,,,,,,,,,,,
3X Natural Support,Tokkyo Nutrition,https://tokkyonutrition.com,Testosterone Boosters,"3 capsules
",1.20 out of 3,3,27 ,100%,210 out of 286 (bottom third within category),"3,996 out of 4,597 (bottom third of all products)",February 08,2022,https://instagram.com/tokkyo_nutrition,,,,,,,,,,,
TX-2,Muscle Militia,https://www.musclemilitia.com/,Testosterone Boosters,"3 capsules
",2.40 out of 3,9,16 ,0%,211 out of 286 (bottom third within category),"4,001 out of 4,597 (bottom third of all products)",July 12,2020,https://instagram.com/getmusclemilitia,,,,,,,,,,,
Taurotest,Project AD,https://www.projectad.me/,Testosterone Boosters,"2 capsules
",2.13 out of 3,17,18 ,18%,212 out of 286 (bottom third within category),"4,019 out of 4,597 (bottom third of all products)",February 08,2020,https://instagram.com/projectadofficial,,,,,,,,,,,
Super Test Capsules,Beast Sports Nutrition,https://beastsports.com/,Testosterone Boosters,"4 capsules
",2.08 out of 3,21,21 ,62%,213 out of 286 (bottom third within category),"4,030 out of 4,597 (bottom third of all products)",May 20,2020,https://instagram.com/beastsportsnutrition,,,,,,,,,,,
Triazole,Driven Sports,https://drivensports.com,Testosterone Boosters,"1 capsule
",2.05 out of 3,6,7 ,0%,214 out of 286 (bottom third within category),"4,041 out of 4,597 (bottom third of all products)",February 14,2021,https://instagram.com/driven_sports,,,,,,,,,,,
P6 Original,Cellucor,https://c4energy.com/,Testosterone Boosters,"2 capsules
",2.04 out of 3,7,18 ,0%,215 out of 286 (bottom third within category),"4,045 out of 4,597 (bottom third of all products)",July 25,2019,https://instagram.com/cellucor,,,,,,,,,,,
Test Black,Muscle Sport,https://musclesport.com,Testosterone Boosters,"4 capsules
",2.00 out of 3,15,20 ,87%,216 out of 286 (bottom third within category),"4,064 out of 4,597 (bottom third of all products)",October 20,2020,https://instagram.com/musclesportusa,Test Black shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
King Test 8X,Ronnie Coleman Signature Series,https://ronniecoleman.net,Testosterone Boosters,"6 tablets
",2.00 out of 3,10,23 ,60%,217 out of 286 (bottom third within category),"4,071 out of 4,597 (bottom third of all products)",February 26,2021,https://instagram.com/rcss_supplements,,,,,,,,,,,
Anta-Dron,Eclipse Labz,https://eclipselabz.com/,Testosterone Boosters,"2 capsules
",2.00 out of 3,10,17 ,0%,218 out of 286 (bottom third within category),"4,075 out of 4,597 (bottom third of all products)",January 24,2021,https://instagram.com/eclipsesupps,,,,,,,,,,,
Fuck Em All,WTF Labz,https://wtflabz.com/,Testosterone Boosters,"1 capsule
",1.97 out of 3,9,22 ,0%,219 out of 286 (bottom third within category),"4,087 out of 4,597 (bottom third of all products)",January 24,2021,https://instagram.com/wtflabz,,,,,,,,,,,
ISA-Test,iSatori,https://www.isatori.com/,Testosterone Boosters,"4 capsules
",1.94 out of 3,16,18 ,25%,220 out of 286 (bottom third within category),"4,096 out of 4,597 (bottom third of all products)",December 23,2020,https://instagram.com/isatori_inc,,,,,,,,,,,
Prime Test,Prime Labs,https://primelabs.org/,Testosterone Boosters,"2 capsules
",1.93 out of 3,9,12 ,11%,221 out of 286 (bottom third within category),"4,101 out of 4,597 (bottom third of all products)",July 15,2021,https://instagram.com/prime.labs,,,,,,,,,,,
Animal Test,Animal,https://www.animalpak.com/,Testosterone Boosters,"1 pack
",1.93 out of 3,9,15 ,0%,222 out of 286 (bottom third within category),"4,105 out of 4,597 (bottom third of all products)",April 10,2022,https://instagram.com/animalpak,,,,,,,,,,,
Test X180 Alpha Max,Force Factor,https://forcefactor.com,Testosterone Boosters,"3 capsules
",1.83 out of 3,33,18 ,36%,223 out of 286 (bottom third within category),"4,176 out of 4,597 (bottom third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Test Freak (USA),PharmaFreak,https://pharmafreak.com,Testosterone Boosters,"4 capsules
",1.83 out of 3,10,19 ,30%,224 out of 286 (bottom third within category),"4,177 out of 4,597 (bottom third of all products)",January 23,2021,https://instagram.com/pharmafreak,,,,,,,,,,,
Andromass,American Operator Supplements,http://www.aosupps.com/,Testosterone Boosters,"2 capsules
",1.83 out of 3,7,20 ,0%,225 out of 286 (bottom third within category),"4,181 out of 4,597 (bottom third of all products)",June 02,2019,,,,,,,,,,,,
Thors Hammer,Valhalla Labs,https://valhalla-labs.com/,Testosterone Boosters,5.4g,1.80 out of 3,8,11 ,0%,226 out of 286 (bottom third within category),"4,198 out of 4,597 (bottom third of all products)",July 08,2020,https://instagram.com/valhalla_labs,,,,,,,,,,,
Testrol,GAT Sport,https://gatsport.com/,Testosterone Boosters,"2 tablets
",1.79 out of 3,14,17 ,79%,227 out of 286 (bottom third within category),"4,212 out of 4,597 (bottom third of all products)",September 15,2019,https://instagram.com/gatsupplements,Testrol shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Gr8test,Alpha Pro Nutrition,https://www.alphapronutrition.com,Testosterone Boosters,9.4g,1.78 out of 3,15,23 ,27%,228 out of 286 (bottom third within category),"4,221 out of 4,597 (bottom third of all products)",January 23,2022,https://instagram.com/alphapronutrition,,,,,,,,,,,
Primal-T,1st Phorm,https://1stphorm.com,Testosterone Boosters,"2 capsules
",1.77 out of 3,11,28 ,0%,229 out of 286 (bottom third within category),"4,228 out of 4,597 (bottom third of all products)",December 14,2020,https://instagram.com/1stphorm,,,,,,,,,,,
P6 Ultra,Cellucor,https://c4energy.com/,Testosterone Boosters,"2 capsules
",1.77 out of 3,5,15 ,0%,230 out of 286 (bottom third within category),"4,229 out of 4,597 (bottom third of all products)",July 25,2019,https://instagram.com/cellucor,,,,,,,,,,,
Test One,NutraOne,https://nutraonenutrition.com,Testosterone Boosters,"3 capsules
",1.76 out of 3,7,19 ,0%,231 out of 286 (bottom third within category),"4,238 out of 4,597 (bottom third of all products)",March 25,2021,https://instagram.com/nutraone,,,,,,,,,,,
Mdrive Classic,Mdrive,https://www.mdriveformen.com/,Testosterone Boosters,"2 capsules
",1.76 out of 3,13,16 ,46%,232 out of 286 (bottom third within category),"4,241 out of 4,597 (bottom third of all products)",January 09,2020,,,,,,,,,,,,
Day of Reckoning,Apocalypse Labz,,Testosterone Boosters,"6 capsules
",1.76 out of 3,12,23 ,33%,233 out of 286 (bottom third within category),"4,244 out of 4,597 (bottom third of all products)",July 07,2020,https://instagram.com/apocalypselabz,,,,,,,,,,,
BPI Test Booster,BPI Sports,https://bpisports.com/,Testosterone Boosters,"3 capsules
",1.75 out of 3,7,24 ,0%,234 out of 286 (bottom third within category),"4,252 out of 4,597 (bottom third of all products)",December 17,2020,https://instagram.com/bpi_sports,,,,,,,,,,,
Test X180 Ignite v2,Force Factor,https://forcefactor.com,Testosterone Boosters,"2 tablets
",1.74 out of 3,20,30 ,55%,235 out of 286 (bottom third within category),"4,258 out of 4,597 (bottom third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Test Revolution,Muscle Sport,https://musclesport.com,Testosterone Boosters,"3 capsules
",1.71 out of 3,18,14 ,0%,236 out of 286 (bottom third within category),"4,290 out of 4,597 (bottom third of all products)",October 20,2020,https://instagram.com/musclesportusa,,,,,,,,,,,
Test X180 Alpha,Force Factor,https://forcefactor.com,Testosterone Boosters,"2 capsules
",1.70 out of 3,17,14 ,47%,237 out of 286 (bottom third within category),"4,301 out of 4,597 (bottom third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Test 1700,GNC,https://www.gnc.com/,Testosterone Boosters,"4 tablets
",1.69 out of 3,17,20 ,82%,238 out of 286 (bottom third within category),"4,320 out of 4,597 (bottom third of all products)",March 28,2021,https://instagram.com/gnclivewell,,,,,,,,,,,
Status,Blue Star Nutraceuticals,https://www.bluestarnutraceuticals.com,Testosterone Boosters,"3 capsules
",1.69 out of 3,12,16 ,58%,239 out of 286 (bottom third within category),"4,321 out of 4,597 (bottom third of all products)",November 12,2020,https://instagram.com/bluestarnutraceuticals,,,,,,,,,,,
T-Sterone,The Lab,https://thelabsupplements.com,Testosterone Boosters,"2 capsules
",1.66 out of 3,10,12 ,40%,240 out of 286 (bottom third within category),"4,365 out of 4,597 (bottom third of all products)",November 27,2020,https://instagram.com/thelabsupplements,,,,,,,,,,,
Test X180 v2,Force Factor,https://forcefactor.com,Testosterone Boosters,"3 tablets
",1.63 out of 3,15,21 ,67%,241 out of 286 (bottom third within category),"4,384 out of 4,597 (bottom third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Black Hardcore Formulation,High T,https://hightsupplements.com,Testosterone Boosters,"4 capsules
",1.63 out of 3,13,41 ,46%,242 out of 286 (bottom third within category),"4,410 out of 4,597 (bottom third of all products)",June 09,2019,https://instagram.com/hight_supps,,,,,,,,,,,
Testo 4HD,Stacker2 Europe,https://www.stacker2europe.com,Testosterone Boosters,"3 capsules
",1.62 out of 3,10,19 ,40%,243 out of 286 (bottom third within category),"4,415 out of 4,597 (bottom third of all products)",January 17,2021,https://instagram.com/stacker2europe,,,,,,,,,,,
Super Male T,Performix,https://performixdriven.com/,Testosterone Boosters,"3 capsules
",1.62 out of 3,12,19 ,25%,244 out of 286 (bottom third within category),"4,416 out of 4,597 (bottom third of all products)",March 30,2021,https://instagram.com/performix,,,,,,,,,,,
Metanabol,ALR Industries,,Testosterone Boosters,"1 capsule
",1.60 out of 3,4,5 ,0%,245 out of 286 (bottom third within category),"4,431 out of 4,597 (bottom third of all products)",January 01,2021,https://instagram.com/alr_industries,,,,,,,,,,,
Dominate,Elite Form Nutrition,https://eliteformnutrition.com,Testosterone Boosters,"4 capsules
",1.59 out of 3,10,19 ,40%,246 out of 286 (bottom third within category),"4,436 out of 4,597 (bottom third of all products)",January 04,2022,https://instagram.com/eliteformnutrition,,,,,,,,,,,
MusclePlexx,Eclipse Labz,https://eclipselabz.com/,Testosterone Boosters,2.68g,1.58 out of 3,11,12 ,0%,247 out of 286 (bottom third within category),"4,445 out of 4,597 (bottom third of all products)",February 12,2021,https://instagram.com/eclipsesupps,,,,,,,,,,,
17-Beta,iSatori,https://www.isatori.com/,Testosterone Boosters,"3 capsules
",1.54 out of 3,19,14 ,11%,248 out of 286 (bottom third within category),"4,470 out of 4,597 (bottom third of all products)",December 23,2020,https://instagram.com/isatori_inc,,,,,,,,,,,
Tested DNA,MD Sports Nutrition,https://mdsportsnutrition.com,Testosterone Boosters,"3 capsules
",1.53 out of 3,7,17 ,0%,249 out of 286 (bottom third within category),"4,471 out of 4,597 (bottom third of all products)",February 08,2022,https://instagram.com/mdsportsnutritionusa,,,,,,,,,,,
High T Original,High T,https://hightsupplements.com,Testosterone Boosters,"2 capsules
",1.53 out of 3,8,27 ,50%,250 out of 286 (bottom third within category),"4,474 out of 4,597 (bottom third of all products)",June 09,2019,https://instagram.com/hight_supps,,,,,,,,,,,
D-REK 90,Muscle Cell Nutrition,https://www.musclecellnutrition.com,Testosterone Boosters,"4 capsules
",1.53 out of 3,16,17 ,0%,251 out of 286 (bottom third within category),"4,475 out of 4,597 (bottom third of all products)",October 13,2020,,,,,,,,,,,,
Mdrive Elite,Mdrive,https://www.mdriveformen.com/,Testosterone Boosters,"3 capsules
",1.52 out of 3,15,22 ,40%,252 out of 286 (bottom third within category),"4,479 out of 4,597 (bottom third of all products)",January 09,2020,,,,,,,,,,,,
Test X180 Boost,Force Factor,https://forcefactor.com,Testosterone Boosters,"4 tablets
",1.50 out of 3,16,33 ,50%,253 out of 286 (bottom third within category),"4,483 out of 4,597 (bottom third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Mens Healthy Testosterone,GNC,https://www.gnc.com/,Testosterone Boosters,"2 capsules
",1.48 out of 3,20,24 ,100%,254 out of 286 (bottom third within category),"4,489 out of 4,597 (bottom third of all products)",March 29,2021,https://instagram.com/gnclivewell,,,,,,,,,,,
Testo Fuel,Testo Fuel,https://www.testofuel.com,Testosterone Boosters,"4 capsules
",1.47 out of 3,9,22 ,100%,255 out of 286 (bottom third within category),"4,493 out of 4,597 (bottom third of all products)",December 27,2020,https://instagram.com/testofuel,,,,,,,,,,,
Prime-T,RSP Nutrition,https://rspnutrition.com/,Testosterone Boosters,"4 tablets
",1.47 out of 3,12,23 ,100%,256 out of 286 (bottom third within category),"4,495 out of 4,597 (bottom third of all products)",April 06,2019,https://instagram.com/rspnutrition,,,,,,,,,,,
Thermotest Elite,BioTechUSA,https://biotechusa.com/,Testosterone Boosters,"2 capsules
",1.45 out of 3,14,31 ,100%,257 out of 286 (bottom third within category),"4,506 out of 4,597 (bottom third of all products)",April 06,2021,https://instagram.com/biotechusa,,,,,,,,,,,
Testo HGH,Muscle Junkie,https://www.musclejunkie.co.za,Testosterone Boosters,"3 capsules
",1.45 out of 3,6,22 ,100%,258 out of 286 (bottom third within category),"4,507 out of 4,597 (bottom third of all products)",March 22,2021,https://instagram.com/muscle.junkie,,,,,,,,,,,
Fortitude,ANS Performance,https://ansperformance.com/,Testosterone Boosters,5.3g,1.45 out of 3,9,20 ,100%,259 out of 286 (bottom third within category),"4,511 out of 4,597 (bottom third of all products)",December 11,2019,https://instagram.com/ansperformance,,,,,,,,,,,
EVL Test,Evlution Nutrition,https://www.evlnutrition.com/,Testosterone Boosters,"4 tablets
",1.44 out of 3,8,30 ,100%,260 out of 286 (bottom third within category),"4,517 out of 4,597 (bottom third of all products)",April 06,2019,https://instagram.com/evlsports,EVL Test shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Norateen Extreme,LA Muscle,https://lamuscle.com,Testosterone Boosters,"1 capsule
",1.42 out of 3,7,17 ,100%,261 out of 286 (bottom third within category),"4,522 out of 4,597 (bottom third of all products)",January 05,2021,https://instagram.com/lamuscle_usa,,,,,,,,,,,
Dominator Test,MST Nutrition,https://mst-nutrition.de,Testosterone Boosters,"1 capsule
",1.42 out of 3,11,24 ,100%,262 out of 286 (bottom third within category),"4,523 out of 4,597 (bottom third of all products)",December 25,2021,https://instagram.com/mst_nutrition_de,,,,,,,,,,,
Anabolic Beast,TNT Mercury,https://tntmercury.co.za,Testosterone Boosters,"1 pack
",1.42 out of 3,15,26 ,100%,263 out of 286 (bottom third within category),"4,524 out of 4,597 (bottom third of all products)",March 22,2021,https://instagram.com/tnt_hardcore,,,,,,,,,,,
